id,title,description,difficulty,imageUrl
449,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
450,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
451,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
452,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
453,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
454,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
455,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
456,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
457,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
458,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
459,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
460,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
461,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
462,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
463,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
464,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
465,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
466,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
467,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
468,Medium Treasure Trails,Get 4 uniques from Medium Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28medium%29.png?e18ce
469,Hard Treasure Trails,Get 2 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
470,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
471,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
472,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
473,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
474,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
475,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
476,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
477,Hard Treasure Trails,Get 3 uniques from Hard Treasure Trails,Medium,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
478,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
479,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
480,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
481,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
482,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
483,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
484,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
485,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
486,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
487,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
488,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
489,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
490,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
491,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
492,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
493,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
494,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
495,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
496,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
497,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
498,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
499,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
500,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
501,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
502,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
503,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
504,Hard Treasure Trails,Get 4 uniques from Hard Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28hard%29.png?e29cd
505,Elite Treasure Trails,Get 1 uniques from Elite Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
506,Elite Treasure Trails,Get 1 uniques from Elite Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
507,Elite Treasure Trails,Get 1 uniques from Elite Treasure Trails,Hard,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
508,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
509,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
510,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
511,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
512,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
513,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
514,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
515,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
516,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
517,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
518,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
519,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
520,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
521,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
522,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
523,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
524,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
525,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
526,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
527,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
528,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
529,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
530,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
531,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
532,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
533,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
534,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
535,Elite Treasure Trails,Get 2 uniques from Elite Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28elite%29.png?e29cd
536,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
537,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
538,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
539,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
540,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
541,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Elite,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
542,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
543,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
544,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
545,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
546,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
547,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
548,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
549,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
550,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
551,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
552,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
553,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
554,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
555,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
556,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
557,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
558,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
559,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
560,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
561,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
562,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
563,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
564,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
565,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
566,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
567,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
568,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
569,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
570,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
571,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
572,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
573,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
574,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
575,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
576,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
577,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
578,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
579,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
580,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
581,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
582,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
583,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
584,Master Treasure Trails,Get 1 unique from Master Treasure Trails,Master,https://oldschool.runescape.wiki/images/Clue_scroll_%28master%29.png?09bb0
585,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
586,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
587,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
588,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
589,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
590,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
591,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
592,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
593,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
594,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
595,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
596,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
597,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
598,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
599,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
600,Shared Treasure Trails,Get 3 shared uniques from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
601,Shared Treasure Trails,Get 1 shared unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/Purple_sweets_10.png?e7a22
602,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
603,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
604,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
605,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
606,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
607,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
608,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
609,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
610,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
611,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
612,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
613,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
614,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
615,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
616,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
617,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
618,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
619,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
620,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
621,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
622,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
623,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
624,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
625,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
626,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
627,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
628,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
629,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
630,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
631,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
632,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
633,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
634,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
635,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
636,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
637,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
638,Rare Treasure Trails,Get 1 rare unique from any Treasure Trails,Passive,https://oldschool.runescape.wiki/images/3rd_age_full_helmet.png?a4ed9
